"","diameter","crown_cover","tree_density","ba_ha","palmer_drought_sensitive_index","climate_water_deficit","precipitation_accumulation","min_temperature","max_temperature","wind_speed_at_10m","slope.map_nepal","elevation_nepal","aspect","soil_moisture","soil_depth","penetration_depth","organic_layer_type","organic_layer_thickness","dia_growth_cm_yr"
"2202",20.5,66,781.5,20.4145064277017,-221.2333333,989.7666667,73.16666667,195.3333333,335.8,153.6333333,0.20526,141,1,395.5,5,16,1,1,0.7
"2203",15,66,781.5,20.4145064277017,-221.2333333,989.7666667,73.16666667,195.3333333,335.8,153.6333333,0.20526,141,1,395.5,5,16,1,1,0.3
"2204",16,66,781.5,20.4145064277017,-221.2333333,989.7666667,73.16666667,195.3333333,335.8,153.6333333,0.20526,141,1,395.5,5,16,1,1,0.76
"2205",32.8,24,208.93,10.2966400739045,-137.6285714,537.6,92.6,145.0571429,267.8285714,152.6285714,17.664,713,0,386.6571429,NA,NA,NA,NA,1.03
"2206",26.8,24,208.93,10.2966400739045,-137.6285714,537.6,92.6,145.0571429,267.8285714,152.6285714,17.664,713,0,386.6571429,NA,NA,NA,NA,0.37
"2207",25.6,24,208.93,10.2966400739045,-137.6285714,537.6,92.6,145.0571429,267.8285714,152.6285714,17.664,713,0,386.6571429,NA,NA,NA,NA,0.08
"2208",20.8,24,208.93,10.2966400739045,-137.6285714,537.6,92.6,145.0571429,267.8285714,152.6285714,17.664,713,0,386.6571429,NA,NA,NA,NA,0.23
"2209",24.1,24,208.93,10.2966400739045,-137.6285714,537.6,92.6,145.0571429,267.8285714,152.6285714,17.664,713,0,386.6571429,NA,NA,NA,NA,0.28
"2210",20.4,24,208.93,10.2966400739045,-137.6285714,537.6,92.6,145.0571429,267.8285714,152.6285714,17.664,713,0,386.6571429,NA,NA,NA,NA,0.02
"2211",23.8,24,208.93,10.2966400739045,-137.6285714,537.6,92.6,145.0571429,267.8285714,152.6285714,17.664,713,0,386.6571429,NA,NA,NA,NA,0.38
"2212",20.4,24,208.93,10.2966400739045,-137.6285714,537.6,92.6,145.0571429,267.8285714,152.6285714,17.664,713,0,386.6571429,NA,NA,NA,NA,1.4
"2213",32.3,24,208.93,10.2966400739045,-137.6285714,537.6,92.6,145.0571429,267.8285714,152.6285714,17.664,713,0,386.6571429,NA,NA,NA,NA,0.85
"2214",28,24,208.93,10.2966400739045,-137.6285714,537.6,92.6,145.0571429,267.8285714,152.6285714,17.664,713,0,386.6571429,NA,NA,NA,NA,0.68
"2215",13.1,40,1765.6588,52.5126288608223,-177.5,556.5,82.73333333,144.4333333,264.8,153.6666667,10.76358,1083,1,475.7333333,NA,NA,NA,NA,0.46
"2216",12.7,40,1765.6588,52.5126288608223,-177.5,556.5,82.73333333,144.4333333,264.8,153.6666667,10.76358,1083,1,475.7333333,NA,NA,NA,NA,0.22
"2217",17.1,40,1765.6588,52.5126288608223,-177.5,556.5,82.73333333,144.4333333,264.8,153.6666667,10.76358,1083,1,475.7333333,NA,NA,NA,NA,0.08
"2218",42.5,40,1765.6588,52.5126288608223,-177.5,556.5,82.73333333,144.4333333,264.8,153.6666667,10.76358,1083,1,475.7333333,NA,NA,NA,NA,0.12
"2219",31,40,1765.6588,52.5126288608223,-177.5,556.5,82.73333333,144.4333333,264.8,153.6666667,10.76358,1083,1,475.7333333,NA,NA,NA,NA,0.32
"2220",52.1,40,1765.6588,52.5126288608223,-177.5,556.5,82.73333333,144.4333333,264.8,153.6666667,10.76358,1083,1,475.7333333,NA,NA,NA,NA,0.48
"2221",24.8,40,1765.6588,52.5126288608223,-177.5,556.5,82.73333333,144.4333333,264.8,153.6666667,10.76358,1083,1,475.7333333,NA,NA,NA,NA,0.72
"2222",17.5,40,1765.6588,52.5126288608223,-177.5,556.5,82.73333333,144.4333333,264.8,153.6666667,10.76358,1083,1,475.7333333,NA,NA,NA,NA,0.02
"2223",23.2,40,1765.6588,52.5126288608223,-177.5,556.5,82.73333333,144.4333333,264.8,153.6666667,10.76358,1083,1,475.7333333,NA,NA,NA,NA,0.68
"2224",23.5,63,1132.96,21.1924537543425,-177.5,556.5,82.73333333,144.4333333,264.8,153.6666667,10.76358,1083,1,475.7333333,4,20,0,0,0.7
"2225",10,63,1132.96,21.1924537543425,-177.5,556.5,82.73333333,144.4333333,264.8,153.6666667,10.76358,1083,1,475.7333333,4,20,0,0,0.22
"2226",33.3,81,247.85,23.962666959379,-238.92,889.84,76.6,194.52,329.56,147.32,7.69888,233,1,446.12,NA,NA,NA,NA,0.88
"2227",23.9,86,1086.31,27.182041425833,-238.92,889.84,76.6,194.52,329.56,147.32,7.69888,233,1,446.12,4,11,1,4,0.85
"2228",51.3,86,1086.31,27.182041425833,-238.92,889.84,76.6,194.52,329.56,147.32,7.69888,233,1,446.12,4,11,1,4,0.6
"2229",5.2,86,1086.31,27.182041425833,-238.92,889.84,76.6,194.52,329.56,147.32,7.69888,233,1,446.12,4,11,1,4,0.1
"2230",66.5,86,1086.31,27.182041425833,-238.92,889.84,76.6,194.52,329.56,147.32,7.69888,233,1,446.12,4,11,1,4,0.73
"2231",38,86,1086.31,27.182041425833,-238.92,889.84,76.6,194.52,329.56,147.32,7.69888,233,1,446.12,4,11,1,4,0.03
"2232",34.4,86,1086.31,27.182041425833,-238.92,889.84,76.6,194.52,329.56,147.32,7.69888,233,1,446.12,4,11,1,4,0.9
"2233",10.8,86,1086.31,27.182041425833,-238.92,889.84,76.6,194.52,329.56,147.32,7.69888,233,1,446.12,4,11,1,4,0.4
"2234",13.6,86,1086.31,27.182041425833,-238.92,889.84,76.6,194.52,329.56,147.32,7.69888,233,1,446.12,4,11,1,4,0.58
"2235",21.9,86,1086.31,27.182041425833,-238.92,889.84,76.6,194.52,329.56,147.32,7.69888,233,1,446.12,4,11,1,4,0.9
"2236",15.8,86,1086.31,27.182041425833,-238.92,889.84,76.6,194.52,329.56,147.32,7.69888,233,1,446.12,4,11,1,4,0.27
"2237",14.5,86,1086.31,27.182041425833,-238.92,889.84,76.6,194.52,329.56,147.32,7.69888,233,1,446.12,4,11,1,4,2.97
"2238",39,90,555.52,12.8198705243601,-238.92,889.84,76.6,194.52,329.56,147.32,7.69888,233,1,446.12,4,18,1,4,0.32
"2239",22.4,77,1178.2,16.7665724476382,-238.92,889.84,76.6,194.52,329.56,147.32,7.69888,233,1,446.12,3,17,0,0,1.28
"2240",5.6,77,1178.2,16.7665724476382,-238.92,889.84,76.6,194.52,329.56,147.32,7.69888,233,1,446.12,3,17,0,0,0.85
"2241",59,60,220.43,16.6043488182716,-238.92,889.84,76.6,194.52,329.56,147.32,7.69888,233,1,446.12,NA,NA,NA,NA,0.32
"2242",21.1,55,1312.84,18.160882424375,-238.92,889.84,76.6,194.52,329.56,147.32,7.69888,233,1,446.12,NA,NA,NA,NA,0.35
"2243",7.3,55,1312.84,18.160882424375,-238.92,889.84,76.6,194.52,329.56,147.32,7.69888,233,1,446.12,NA,NA,NA,NA,0.3
"2244",30.1,55,1312.84,18.160882424375,-238.92,889.84,76.6,194.52,329.56,147.32,7.69888,233,1,446.12,NA,NA,NA,NA,0.6
"2245",13.5,82,1382.96,27.0317792219994,-151.775,499.2,114.325,159.8,278.875,143.3,9.7581,710,0,555.85,4,19,0,0,0.43
"2246",14,82,1382.96,27.0317792219994,-151.775,499.2,114.325,159.8,278.875,143.3,9.7581,710,0,555.85,4,19,0,0,0.44
"2247",13.2,82,1382.96,27.0317792219994,-151.775,499.2,114.325,159.8,278.875,143.3,9.7581,710,0,555.85,4,19,0,0,0.26
"2248",13.5,82,1382.96,27.0317792219994,-151.775,499.2,114.325,159.8,278.875,143.3,9.7581,710,0,555.85,4,19,0,0,0.34
"2249",23.7,82,1382.96,27.0317792219994,-151.775,499.2,114.325,159.8,278.875,143.3,9.7581,710,0,555.85,4,19,0,0,0.29
"2250",13.6,82,1382.96,27.0317792219994,-151.775,499.2,114.325,159.8,278.875,143.3,9.7581,710,0,555.85,4,19,0,0,0.49
"2251",13.4,82,1382.96,27.0317792219994,-151.775,499.2,114.325,159.8,278.875,143.3,9.7581,710,0,555.85,4,19,0,0,0.3
"2252",5.9,82,1382.96,27.0317792219994,-151.775,499.2,114.325,159.8,278.875,143.3,9.7581,710,0,555.85,4,19,0,0,0.06
"2253",12.9,82,1382.96,27.0317792219994,-151.775,499.2,114.325,159.8,278.875,143.3,9.7581,710,0,555.85,4,19,0,0,0.21
"2254",5.6,85,2263.38,27.2562301599095,-151.775,499.2,114.325,159.8,278.875,143.3,9.7581,710,0,555.85,4,24,1,2,0.06
"2255",10.3,85,2263.38,27.2562301599095,-151.775,499.2,114.325,159.8,278.875,143.3,9.7581,710,0,555.85,4,24,1,2,0.39
"2256",14.8,85,2263.38,27.2562301599095,-151.775,499.2,114.325,159.8,278.875,143.3,9.7581,710,0,555.85,4,24,1,2,0.33
"2257",6.9,85,2263.38,27.2562301599095,-151.775,499.2,114.325,159.8,278.875,143.3,9.7581,710,0,555.85,4,24,1,2,0.01
"2258",15.5,85,2263.38,27.2562301599095,-151.775,499.2,114.325,159.8,278.875,143.3,9.7581,710,0,555.85,4,24,1,2,0.34
"2259",5.7,85,2263.38,27.2562301599095,-151.775,499.2,114.325,159.8,278.875,143.3,9.7581,710,0,555.85,4,24,1,2,0.04
"2260",27.2,85,2263.38,27.2562301599095,-151.775,499.2,114.325,159.8,278.875,143.3,9.7581,710,0,555.85,4,24,1,2,0.26
"2261",14.3,85,2263.38,27.2562301599095,-151.775,499.2,114.325,159.8,278.875,143.3,9.7581,710,0,555.85,4,24,1,2,0.29
"2262",10.5,85,2263.38,27.2562301599095,-151.775,499.2,114.325,159.8,278.875,143.3,9.7581,710,0,555.85,4,24,1,2,0.29
"2263",11.5,85,2263.38,27.2562301599095,-151.775,499.2,114.325,159.8,278.875,143.3,9.7581,710,0,555.85,4,24,1,2,0.31
"2264",24,85,2263.38,27.2562301599095,-151.775,499.2,114.325,159.8,278.875,143.3,9.7581,710,0,555.85,4,24,1,2,0.44
"2265",30.3,85,2263.38,27.2562301599095,-151.775,499.2,114.325,159.8,278.875,143.3,9.7581,710,0,555.85,4,24,1,2,0.1
"2266",14.8,85,2263.38,27.2562301599095,-151.775,499.2,114.325,159.8,278.875,143.3,9.7581,710,0,555.85,4,24,1,2,0.3
"2267",12.5,85,2263.38,27.2562301599095,-151.775,499.2,114.325,159.8,278.875,143.3,9.7581,710,0,555.85,4,24,1,2,0.31
"2268",15.5,85,2263.38,27.2562301599095,-151.775,499.2,114.325,159.8,278.875,143.3,9.7581,710,0,555.85,4,24,1,2,0.33
"2269",13.9,85,2263.38,27.2562301599095,-151.775,499.2,114.325,159.8,278.875,143.3,9.7581,710,0,555.85,4,24,1,2,0.44
"2270",5.5,85,2263.38,27.2562301599095,-151.775,499.2,114.325,159.8,278.875,143.3,9.7581,710,0,555.85,4,24,1,2,0.06
"2271",12.2,60,1302.46,18.2635478109006,-247.6,850.84,79.4,195.72,325.88,148.76,2.53097,218,0,473.48,NA,NA,NA,NA,0.43
"2272",35.2,60,1302.46,18.2635478109006,-247.6,850.84,79.4,195.72,325.88,148.76,2.53097,218,0,473.48,NA,NA,NA,NA,0.65
"2273",9,60,1302.46,18.2635478109006,-247.6,850.84,79.4,195.72,325.88,148.76,2.53097,218,0,473.48,NA,NA,NA,NA,0.2
"2274",12,60,1302.46,18.2635478109006,-247.6,850.84,79.4,195.72,325.88,148.76,2.53097,218,0,473.48,NA,NA,NA,NA,0.7
"2275",7,60,1302.46,18.2635478109006,-247.6,850.84,79.4,195.72,325.88,148.76,2.53097,218,0,473.48,NA,NA,NA,NA,0.42
"2276",13.6,60,1302.46,18.2635478109006,-247.6,850.84,79.4,195.72,325.88,148.76,2.53097,218,0,473.48,NA,NA,NA,NA,0.75
"2277",21.3,60,1302.46,18.2635478109006,-247.6,850.84,79.4,195.72,325.88,148.76,2.53097,218,0,473.48,NA,NA,NA,NA,0.72
"2278",23.4,60,1302.46,18.2635478109006,-247.6,850.84,79.4,195.72,325.88,148.76,2.53097,218,0,473.48,NA,NA,NA,NA,0.5
"2279",6.7,60,1302.46,18.2635478109006,-247.6,850.84,79.4,195.72,325.88,148.76,2.53097,218,0,473.48,NA,NA,NA,NA,0.05
"2280",63,79,143.49,28.7204855607954,-269.72,838.92,82.76,195.64,325.84,149.32,2.48886,230,0,462.64,5,30,0,0,0.45
"2281",55.2,79,143.49,28.7204855607954,-269.72,838.92,82.76,195.64,325.84,149.32,2.48886,230,0,462.64,5,30,0,0,0.5
"2282",46,79,143.49,28.7204855607954,-269.72,838.92,82.76,195.64,325.84,149.32,2.48886,230,0,462.64,5,30,0,0,0.7
"2283",62.5,79,143.49,28.7204855607954,-269.72,838.92,82.76,195.64,325.84,149.32,2.48886,230,0,462.64,5,30,0,0,0.5
"2284",60.2,79,143.49,28.7204855607954,-269.72,838.92,82.76,195.64,325.84,149.32,2.48886,230,0,462.64,5,30,0,0,0.65
"2285",54.9,79,143.49,28.7204855607954,-269.72,838.92,82.76,195.64,325.84,149.32,2.48886,230,0,462.64,5,30,0,0,0.35
"2286",78.4,79,143.49,28.7204855607954,-269.72,838.92,82.76,195.64,325.84,149.32,2.48886,230,0,462.64,5,30,0,0,0.62
"2287",69.8,79,143.49,28.7204855607954,-269.72,838.92,82.76,195.64,325.84,149.32,2.48886,230,0,462.64,5,30,0,0,0.35
"2288",76.5,79,143.49,28.7204855607954,-269.72,838.92,82.76,195.64,325.84,149.32,2.48886,230,0,462.64,5,30,0,0,0.45
"2289",42.9,68,209.82,21.3050199722177,-269.72,838.92,82.76,195.64,325.84,149.32,2.48886,230,0,462.64,5,30,0,0,0.33
"2290",23.2,68,209.82,21.3050199722177,-269.72,838.92,82.76,195.64,325.84,149.32,2.48886,230,0,462.64,5,30,0,0,0.65
"2291",49.6,68,209.82,21.3050199722177,-269.72,838.92,82.76,195.64,325.84,149.32,2.48886,230,0,462.64,5,30,0,0,0.65
"2292",44,68,209.82,21.3050199722177,-269.72,838.92,82.76,195.64,325.84,149.32,2.48886,230,0,462.64,5,30,0,0,0.15
"2293",41.7,68,209.82,21.3050199722177,-269.72,838.92,82.76,195.64,325.84,149.32,2.48886,230,0,462.64,5,30,0,0,0.35
"2294",40.3,68,209.82,21.3050199722177,-269.72,838.92,82.76,195.64,325.84,149.32,2.48886,230,0,462.64,5,30,0,0,0.48
"2295",45,68,209.82,21.3050199722177,-269.72,838.92,82.76,195.64,325.84,149.32,2.48886,230,0,462.64,5,30,0,0,0.15
"2296",60.9,68,209.82,21.3050199722177,-269.72,838.92,82.76,195.64,325.84,149.32,2.48886,230,0,462.64,5,30,0,0,0.75
"2297",59.9,68,209.82,21.3050199722177,-269.72,838.92,82.76,195.64,325.84,149.32,2.48886,230,0,462.64,5,30,0,0,0.53
"2298",41.9,68,209.82,21.3050199722177,-269.72,838.92,82.76,195.64,325.84,149.32,2.48886,230,0,462.64,5,30,0,0,0.78
"2299",34.8,68,209.82,21.3050199722177,-269.72,838.92,82.76,195.64,325.84,149.32,2.48886,230,0,462.64,5,30,0,0,0.55
"2300",50.1,83,205.4,25.8923309178692,-269.72,838.92,82.76,195.64,325.84,149.32,2.48886,230,0,462.64,5,30,0,0,0.42
"2301",43.3,83,205.4,25.8923309178692,-269.72,838.92,82.76,195.64,325.84,149.32,2.48886,230,0,462.64,5,30,0,0,0.18
"2302",65.7,83,205.4,25.8923309178692,-269.72,838.92,82.76,195.64,325.84,149.32,2.48886,230,0,462.64,5,30,0,0,0.57
"2303",36.3,83,205.4,25.8923309178692,-269.72,838.92,82.76,195.64,325.84,149.32,2.48886,230,0,462.64,5,30,0,0,0.38
"2304",34.2,83,205.4,25.8923309178692,-269.72,838.92,82.76,195.64,325.84,149.32,2.48886,230,0,462.64,5,30,0,0,0.07
"2305",44.8,83,205.4,25.8923309178692,-269.72,838.92,82.76,195.64,325.84,149.32,2.48886,230,0,462.64,5,30,0,0,0.38
"2306",67.9,83,205.4,25.8923309178692,-269.72,838.92,82.76,195.64,325.84,149.32,2.48886,230,0,462.64,5,30,0,0,0.65
"2307",42.1,83,205.4,25.8923309178692,-269.72,838.92,82.76,195.64,325.84,149.32,2.48886,230,0,462.64,5,30,0,0,0.65
"2308",46.6,83,205.4,25.8923309178692,-269.72,838.92,82.76,195.64,325.84,149.32,2.48886,230,0,462.64,5,30,0,0,0.53
"2309",44,83,205.4,25.8923309178692,-269.72,838.92,82.76,195.64,325.84,149.32,2.48886,230,0,462.64,5,30,0,0,0.38
"2310",45.2,83,205.4,25.8923309178692,-269.72,838.92,82.76,195.64,325.84,149.32,2.48886,230,0,462.64,5,30,0,0,0.62
"2311",28.1,83,205.4,25.8923309178692,-269.72,838.92,82.76,195.64,325.84,149.32,2.48886,230,0,462.64,5,30,0,0,0.05
"2312",37.3,83,205.4,25.8923309178692,-269.72,838.92,82.76,195.64,325.84,149.32,2.48886,230,0,462.64,5,30,0,0,0.5
"2313",48.7,83,205.4,25.8923309178692,-269.72,838.92,82.76,195.64,325.84,149.32,2.48886,230,0,462.64,5,30,0,0,0.47
"2314",50.1,83,205.4,25.8923309178692,-269.72,838.92,82.76,195.64,325.84,149.32,2.48886,230,0,462.64,5,30,0,0,0.6
"2315",49,83,205.4,25.8923309178692,-269.72,838.92,82.76,195.64,325.84,149.32,2.48886,230,0,462.64,5,30,0,0,0.22
"2316",69.4,51,503.34,13.6620802518494,-269.72,838.92,82.76,195.64,325.84,149.32,2.48886,230,0,462.64,5,30,0,0,0.45
"2317",54.5,51,503.34,13.6620802518494,-269.72,838.92,82.76,195.64,325.84,149.32,2.48886,230,0,462.64,5,30,0,0,0.35
"2318",45.4,51,503.34,13.6620802518494,-269.72,838.92,82.76,195.64,325.84,149.32,2.48886,230,0,462.64,5,30,0,0,0.35
"2319",47.1,51,503.34,13.6620802518494,-269.72,838.92,82.76,195.64,325.84,149.32,2.48886,230,0,462.64,5,30,0,0,0.42
"2320",52.7,51,503.34,13.6620802518494,-269.72,838.92,82.76,195.64,325.84,149.32,2.48886,230,0,462.64,5,30,0,0,0.67
"2321",62.1,46,477.48,17.1920853939178,-269.72,838.92,82.76,195.64,325.84,149.32,2.48886,230,0,462.64,5,30,0,0,0.22
"2322",43.1,46,477.48,17.1920853939178,-269.72,838.92,82.76,195.64,325.84,149.32,2.48886,230,0,462.64,5,30,0,0,0.25
"2323",43.2,46,477.48,17.1920853939178,-269.72,838.92,82.76,195.64,325.84,149.32,2.48886,230,0,462.64,5,30,0,0,0.25
"2324",40,46,477.48,17.1920853939178,-269.72,838.92,82.76,195.64,325.84,149.32,2.48886,230,0,462.64,5,30,0,0,0.3
"2325",52.4,46,477.48,17.1920853939178,-269.72,838.92,82.76,195.64,325.84,149.32,2.48886,230,0,462.64,5,30,0,0,1.15
"2326",51.3,46,477.48,17.1920853939178,-269.72,838.92,82.76,195.64,325.84,149.32,2.48886,230,0,462.64,5,30,0,0,0.25
"2327",57.3,46,477.48,17.1920853939178,-269.72,838.92,82.76,195.64,325.84,149.32,2.48886,230,0,462.64,5,30,0,0,0.05
"2328",46.6,46,477.48,17.1920853939178,-269.72,838.92,82.76,195.64,325.84,149.32,2.48886,230,0,462.64,5,30,0,0,0.22
"2329",35.5,46,477.48,17.1920853939178,-269.72,838.92,82.76,195.64,325.84,149.32,2.48886,230,0,462.64,5,30,0,0,0.35
"2330",49.6,34,175.33,18.8869998182486,-269.72,838.92,82.76,195.64,325.84,149.32,2.48886,230,0,462.64,5,30,0,0,0.22
"2331",27.8,34,175.33,18.8869998182486,-269.72,838.92,82.76,195.64,325.84,149.32,2.48886,230,0,462.64,5,30,0,0,0.38
"2332",43.7,34,175.33,18.8869998182486,-269.72,838.92,82.76,195.64,325.84,149.32,2.48886,230,0,462.64,5,30,0,0,0.22
"2333",49,34,175.33,18.8869998182486,-269.72,838.92,82.76,195.64,325.84,149.32,2.48886,230,0,462.64,5,30,0,0,0.32
"2334",43.2,34,175.33,18.8869998182486,-269.72,838.92,82.76,195.64,325.84,149.32,2.48886,230,0,462.64,5,30,0,0,0.15
"2335",42.8,34,175.33,18.8869998182486,-269.72,838.92,82.76,195.64,325.84,149.32,2.48886,230,0,462.64,5,30,0,0,0.43
"2336",39.3,34,175.33,18.8869998182486,-269.72,838.92,82.76,195.64,325.84,149.32,2.48886,230,0,462.64,5,30,0,0,0.43
"2337",41.3,34,175.33,18.8869998182486,-269.72,838.92,82.76,195.64,325.84,149.32,2.48886,230,0,462.64,5,30,0,0,0.55
"2338",51.6,34,175.33,18.8869998182486,-269.72,838.92,82.76,195.64,325.84,149.32,2.48886,230,0,462.64,5,30,0,0,0.6
"2339",47.2,34,175.33,18.8869998182486,-269.72,838.92,82.76,195.64,325.84,149.32,2.48886,230,0,462.64,5,30,0,0,0.45
"2340",48.2,34,175.33,18.8869998182486,-269.72,838.92,82.76,195.64,325.84,149.32,2.48886,230,0,462.64,5,30,0,0,0.32
"2341",36.1,34,175.33,18.8869998182486,-269.72,838.92,82.76,195.64,325.84,149.32,2.48886,230,0,462.64,5,30,0,0,0.1
"2342",32.1,34,175.33,18.8869998182486,-269.72,838.92,82.76,195.64,325.84,149.32,2.48886,230,0,462.64,5,30,0,0,0.1
"2343",37.6,34,175.33,18.8869998182486,-269.72,838.92,82.76,195.64,325.84,149.32,2.48886,230,0,462.64,5,30,0,0,0.35
"2344",9.2,86,615.89,19.5466676815922,-266.4,790.16,85.16,191.12,319.6,146.4,4.1203,346,0,451.8,4,12,1,5,0.2
"2345",52.8,86,615.89,19.5466676815922,-266.4,790.16,85.16,191.12,319.6,146.4,4.1203,346,0,451.8,4,12,1,5,0.43
"2346",6.5,86,615.89,19.5466676815922,-266.4,790.16,85.16,191.12,319.6,146.4,4.1203,346,0,451.8,4,12,1,5,0.2
"2347",37.6,86,615.89,19.5466676815922,-266.4,790.16,85.16,191.12,319.6,146.4,4.1203,346,0,451.8,4,12,1,5,0.4
"2348",8.8,86,615.89,19.5466676815922,-266.4,790.16,85.16,191.12,319.6,146.4,4.1203,346,0,451.8,4,12,1,5,0.3
"2349",16.3,86,615.89,19.5466676815922,-266.4,790.16,85.16,191.12,319.6,146.4,4.1203,346,0,451.8,4,12,1,5,0.6
"2350",14,86,615.89,19.5466676815922,-266.4,790.16,85.16,191.12,319.6,146.4,4.1203,346,0,451.8,4,12,1,5,0.53
"2351",13.9,86,615.89,19.5466676815922,-266.4,790.16,85.16,191.12,319.6,146.4,4.1203,346,0,451.8,4,12,1,5,0.52
"2352",71.6,86,615.89,19.5466676815922,-266.4,790.16,85.16,191.12,319.6,146.4,4.1203,346,0,451.8,4,12,1,5,1.12
"2353",73.2,86,615.89,19.5466676815922,-266.4,790.16,85.16,191.12,319.6,146.4,4.1203,346,0,451.8,4,12,1,5,0.32
"2354",10.3,68,1740.8,13.7182122344724,-266.4,790.16,85.16,191.12,319.6,146.4,4.1203,346,0,451.8,4,13,1,5,0.45
"2355",10.2,68,1740.8,13.7182122344724,-266.4,790.16,85.16,191.12,319.6,146.4,4.1203,346,0,451.8,4,13,1,5,0.83
"2356",11,68,1740.8,13.7182122344724,-266.4,790.16,85.16,191.12,319.6,146.4,4.1203,346,0,451.8,4,13,1,5,0.62
"2357",5,68,1740.8,13.7182122344724,-266.4,790.16,85.16,191.12,319.6,146.4,4.1203,346,0,451.8,4,13,1,5,0.12
"2358",7.2,68,1740.8,13.7182122344724,-266.4,790.16,85.16,191.12,319.6,146.4,4.1203,346,0,451.8,4,13,1,5,0.15
"2359",6.1,68,1740.8,13.7182122344724,-266.4,790.16,85.16,191.12,319.6,146.4,4.1203,346,0,451.8,4,13,1,5,0.18
"2360",13.1,68,1740.8,13.7182122344724,-266.4,790.16,85.16,191.12,319.6,146.4,4.1203,346,0,451.8,4,13,1,5,1.52
"2361",9.2,68,1740.8,13.7182122344724,-266.4,790.16,85.16,191.12,319.6,146.4,4.1203,346,0,451.8,4,13,1,5,0.28
"2362",6.5,68,1740.8,13.7182122344724,-266.4,790.16,85.16,191.12,319.6,146.4,4.1203,346,0,451.8,4,13,1,5,0.48
"2363",11.9,68,1740.8,13.7182122344724,-266.4,790.16,85.16,191.12,319.6,146.4,4.1203,346,0,451.8,4,13,1,5,0.77
"2364",9.2,61,1641.36,17.8445764851938,-266.4,790.16,85.16,191.12,319.6,146.4,4.1203,346,0,451.8,4,15,1,4,0.73
"2365",11.4,61,1641.36,17.8445764851938,-266.4,790.16,85.16,191.12,319.6,146.4,4.1203,346,0,451.8,4,15,1,4,0.5
"2366",12.5,61,1641.36,17.8445764851938,-266.4,790.16,85.16,191.12,319.6,146.4,4.1203,346,0,451.8,4,15,1,4,0.65
"2367",10.6,61,1641.36,17.8445764851938,-266.4,790.16,85.16,191.12,319.6,146.4,4.1203,346,0,451.8,4,15,1,4,0.73
"2368",6.8,61,1641.36,17.8445764851938,-266.4,790.16,85.16,191.12,319.6,146.4,4.1203,346,0,451.8,4,15,1,4,0.28
"2369",9,61,1641.36,17.8445764851938,-266.4,790.16,85.16,191.12,319.6,146.4,4.1203,346,0,451.8,4,15,1,4,0.3
"2370",7.7,61,1641.36,17.8445764851938,-266.4,790.16,85.16,191.12,319.6,146.4,4.1203,346,0,451.8,4,15,1,4,0.82
"2371",12.2,61,1641.36,17.8445764851938,-266.4,790.16,85.16,191.12,319.6,146.4,4.1203,346,0,451.8,4,15,1,4,0.75
"2372",10.4,61,1641.36,17.8445764851938,-266.4,790.16,85.16,191.12,319.6,146.4,4.1203,346,0,451.8,4,15,1,4,0.55
"2373",11.2,61,1641.36,17.8445764851938,-266.4,790.16,85.16,191.12,319.6,146.4,4.1203,346,0,451.8,4,15,1,4,0.38
"2374",13,61,1641.36,17.8445764851938,-266.4,790.16,85.16,191.12,319.6,146.4,4.1203,346,0,451.8,4,15,1,4,0.35
"2375",10.3,61,1641.36,17.8445764851938,-266.4,790.16,85.16,191.12,319.6,146.4,4.1203,346,0,451.8,4,15,1,4,0.52
"2376",11.9,61,1641.36,17.8445764851938,-266.4,790.16,85.16,191.12,319.6,146.4,4.1203,346,0,451.8,4,15,1,4,0.7
"2377",11.2,61,1641.36,17.8445764851938,-266.4,790.16,85.16,191.12,319.6,146.4,4.1203,346,0,451.8,4,15,1,4,1.18
"2378",11.8,61,1641.36,17.8445764851938,-266.4,790.16,85.16,191.12,319.6,146.4,4.1203,346,0,451.8,4,15,1,4,0.32
"2379",9.8,61,1641.36,17.8445764851938,-266.4,790.16,85.16,191.12,319.6,146.4,4.1203,346,0,451.8,4,15,1,4,0.62
"2380",72.5,66,213.57,17.1570220626032,-266.4,790.16,85.16,191.12,319.6,146.4,4.1203,346,0,451.8,4,6,0,0,0.5
"2381",58.8,66,213.57,17.1570220626032,-266.4,790.16,85.16,191.12,319.6,146.4,4.1203,346,0,451.8,4,6,0,0,0.23
"2382",44.7,66,213.57,17.1570220626032,-266.4,790.16,85.16,191.12,319.6,146.4,4.1203,346,0,451.8,4,6,0,0,0.35
"2383",36.9,66,213.57,17.1570220626032,-266.4,790.16,85.16,191.12,319.6,146.4,4.1203,346,0,451.8,4,6,0,0,0.05
"2384",47,66,213.57,17.1570220626032,-266.4,790.16,85.16,191.12,319.6,146.4,4.1203,346,0,451.8,4,6,0,0,0.6
"2385",41.3,66,213.57,17.1570220626032,-266.4,790.16,85.16,191.12,319.6,146.4,4.1203,346,0,451.8,4,6,0,0,3.15
"2386",36.5,70,588.24,16.2829232454544,-266.4,790.16,85.16,191.12,319.6,146.4,4.1203,346,0,451.8,4,8,0,0,0.3
"2387",32.7,70,588.24,16.2829232454544,-266.4,790.16,85.16,191.12,319.6,146.4,4.1203,346,0,451.8,4,8,0,0,0.22
"2388",61.4,70,588.24,16.2829232454544,-266.4,790.16,85.16,191.12,319.6,146.4,4.1203,346,0,451.8,4,8,0,0,0.62
